id,form,section,subscale,text_tr,type,options_tr,reverse_scored,scoring_key,weight,notes
S2R_sibling_VIG4,S2R_sibling,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_sibling_CONF1,S2R_sibling,Quality,CONF,[AD] hakkında verdiğim cevaplardan eminim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_sibling_FREQ1,S2R_sibling,Quality,FREQ,[AD] ile etkileşim sıklığımız:,Likert5,Çok nadir|Ayda birkaç|Haftada 1–2|Haftada 3+|Hemen her gün,0,,1.0,
S2R_relative_E1,S2R_relative,BigFive,E,[AD] sosyal ortamlarda sohbeti başlatır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_A1,S2R_relative,BigFive,A,[AD] anlaşmazlıkta önce karşı tarafı anlamaya çalışır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_C1,S2R_relative,BigFive,C,[AD] verdiği sözleri zamanında tutar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_N1,S2R_relative,BigFive,N,[AD] stresli durumlarda kolayca gerilir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_O1,S2R_relative,BigFive,O,[AD] yeni fikir ve deneyimlere açıktır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_E2,S2R_relative,BigFive,E,[AD] kalabalıkta geri planda kalmayı seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_relative_EI1,S2R_relative,MBTI,EI,[AD] uzun günün sonunda insanlarla vakit geçirerek toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_EI2,S2R_relative,MBTI,EI,[AD] yalnız kalarak daha iyi toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_relative_SN1,S2R_relative,MBTI,SN,[AD] somut veriler ve kanıtlarla konuşmayı tercih eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_SN2,S2R_relative,MBTI,SN,[AD] olasılıklar/gelecek senaryolarını tartışmayı sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_relative_TF1,S2R_relative,MBTI,TF,[AD] karar verirken duygusal etkileri önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_relative_TF2,S2R_relative,MBTI,TF,[AD] karar verirken mantık ve tutarlılığı önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_JP1,S2R_relative,MBTI,JP,[AD] planlı ve takvimli ilerlemekten hoşlanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_JP2,S2R_relative,MBTI,JP,[AD] seçenekleri açık tutmayı ve esnekliği sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_relative_COM1,S2R_relative,Conflict,COMPETE,[AD] anlaşmazlıkta iddialı tavır alır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_COL1,S2R_relative,Conflict,COLLAB,[AD] iki taraf için de uygun çözüm arar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_CRM1,S2R_relative,Conflict,COMPROM,[AD] hızlı çözüm için orta yol önerir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_AVD1,S2R_relative,Conflict,AVOID,[AD] gerilim çıktığında konuyu ertelemeyi seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_ACM1,S2R_relative,Conflict,ACCOM,[AD] karşı tarafı kırmamak için kendi isteğinden vazgeçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_COL2,S2R_relative,Conflict,COLLAB,[AD] ortak zemini bulmak için aktif soru sorar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_CLOSE1,S2R_relative,Closeness,BOUND,[AD] sınırlar zorlandığında sakin diyalog kurar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_CLOSE2,S2R_relative,Closeness,CARE,[AD] eleştiride kırıcı olmamaya dikkat eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_CLOSE3,S2R_relative,Closeness,INDEP,[AD] bağımsızlık ihtiyacına saygı duyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_CLOSE4,S2R_relative,Closeness,SUPPORT,[AD] kriz anında ulaşılabilirdir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_VAL1,S2R_relative,Values,BOUND,[AD] kişisel alan/mahremiyete saygı gösterir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_VAL2,S2R_relative,Values,SUPPORT,[AD] pratik/duygusal destek sunar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_VAL3,S2R_relative,Values,RESPECT,[AD] saygılı bir dil kullanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_VAL4,S2R_relative,Values,ALIGN,[AD] birlikte belirlenen kurallara uyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_VIG1,S2R_relative,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_relative_VIG2,S2R_relative,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_relative_VIG3,S2R_relative,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_relative_VIG4,S2R_relative,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_relative_CONF1,S2R_relative,Quality,CONF,[AD] hakkında verdiğim cevaplardan eminim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_relative_FREQ1,S2R_relative,Quality,FREQ,[AD] ile etkileşim sıklığımız:,Likert5,Çok nadir|Ayda birkaç|Haftada 1–2|Haftada 3+|Hemen her gün,0,,1.0,
S2R_best_friend_E1,S2R_best_friend,BigFive,E,[AD] sosyal ortamlarda sohbeti başlatır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_A1,S2R_best_friend,BigFive,A,[AD] anlaşmazlıkta önce karşı tarafı anlamaya çalışır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_C1,S2R_best_friend,BigFive,C,[AD] verdiği sözleri zamanında tutar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_N1,S2R_best_friend,BigFive,N,[AD] stresli durumlarda kolayca gerilir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_O1,S2R_best_friend,BigFive,O,[AD] yeni fikir ve deneyimlere açıktır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_E2,S2R_best_friend,BigFive,E,[AD] kalabalıkta geri planda kalmayı seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_best_friend_EI1,S2R_best_friend,MBTI,EI,[AD] uzun günün sonunda insanlarla vakit geçirerek toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_EI2,S2R_best_friend,MBTI,EI,[AD] yalnız kalarak daha iyi toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_best_friend_SN1,S2R_best_friend,MBTI,SN,[AD] somut veriler ve kanıtlarla konuşmayı tercih eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_SN2,S2R_best_friend,MBTI,SN,[AD] olasılıklar/gelecek senaryolarını tartışmayı sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_best_friend_TF1,S2R_best_friend,MBTI,TF,[AD] karar verirken duygusal etkileri önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_best_friend_TF2,S2R_best_friend,MBTI,TF,[AD] karar verirken mantık ve tutarlılığı önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_JP1,S2R_best_friend,MBTI,JP,[AD] planlı ve takvimli ilerlemekten hoşlanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_JP2,S2R_best_friend,MBTI,JP,[AD] seçenekleri açık tutmayı ve esnekliği sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_best_friend_COM1,S2R_best_friend,Conflict,COMPETE,[AD] anlaşmazlıkta iddialı tavır alır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_COL1,S2R_best_friend,Conflict,COLLAB,[AD] iki taraf için de uygun çözüm arar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_CRM1,S2R_best_friend,Conflict,COMPROM,[AD] hızlı çözüm için orta yol önerir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_AVD1,S2R_best_friend,Conflict,AVOID,[AD] gerilim çıktığında konuyu ertelemeyi seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_ACM1,S2R_best_friend,Conflict,ACCOM,[AD] karşı tarafı kırmamak için kendi isteğinden vazgeçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_COL2,S2R_best_friend,Conflict,COLLAB,[AD] ortak zemini bulmak için aktif soru sorar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_AVAIL1,S2R_best_friend,Avail,TIME,[AD] düzenli görüşmeye/iletişime açıktır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_AVAIL2,S2R_best_friend,Avail,TRUST,[AD] sır saklar ve güven verir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_AVAIL3,S2R_best_friend,Avail,CONFLICT,[AD] tartışma çıkınca kaçmadan konuşur.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_AVAIL4,S2R_best_friend,Avail,BAL,[AD] karşılıklılık dengesine dikkat eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_VAL1,S2R_best_friend,Values,BOUND,[AD] kişisel alan/mahremiyete saygı gösterir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_VAL2,S2R_best_friend,Values,SUPPORT,[AD] pratik/duygusal destek sunar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_VAL3,S2R_best_friend,Values,RESPECT,[AD] saygılı bir dil kullanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_VAL4,S2R_best_friend,Values,ALIGN,[AD] birlikte belirlenen kurallara uyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_VIG1,S2R_best_friend,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_best_friend_VIG2,S2R_best_friend,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_best_friend_VIG3,S2R_best_friend,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_best_friend_VIG4,S2R_best_friend,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
S2R_best_friend_CONF1,S2R_best_friend,Quality,CONF,[AD] hakkında verdiğim cevaplardan eminim.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_best_friend_FREQ1,S2R_best_friend,Quality,FREQ,[AD] ile etkileşim sıklığımız:,Likert5,Çok nadir|Ayda birkaç|Haftada 1–2|Haftada 3+|Hemen her gün,0,,1.0,
S2R_friend_E1,S2R_friend,BigFive,E,[AD] sosyal ortamlarda sohbeti başlatır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_A1,S2R_friend,BigFive,A,[AD] anlaşmazlıkta önce karşı tarafı anlamaya çalışır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_C1,S2R_friend,BigFive,C,[AD] verdiği sözleri zamanında tutar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_N1,S2R_friend,BigFive,N,[AD] stresli durumlarda kolayca gerilir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_O1,S2R_friend,BigFive,O,[AD] yeni fikir ve deneyimlere açıktır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_E2,S2R_friend,BigFive,E,[AD] kalabalıkta geri planda kalmayı seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_friend_EI1,S2R_friend,MBTI,EI,[AD] uzun günün sonunda insanlarla vakit geçirerek toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_EI2,S2R_friend,MBTI,EI,[AD] yalnız kalarak daha iyi toparlar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_friend_SN1,S2R_friend,MBTI,SN,[AD] somut veriler ve kanıtlarla konuşmayı tercih eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_SN2,S2R_friend,MBTI,SN,[AD] olasılıklar/gelecek senaryolarını tartışmayı sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_friend_TF1,S2R_friend,MBTI,TF,[AD] karar verirken duygusal etkileri önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_friend_TF2,S2R_friend,MBTI,TF,[AD] karar verirken mantık ve tutarlılığı önceler.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_JP1,S2R_friend,MBTI,JP,[AD] planlı ve takvimli ilerlemekten hoşlanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_JP2,S2R_friend,MBTI,JP,[AD] seçenekleri açık tutmayı ve esnekliği sever.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,1,,1.0,
S2R_friend_COM1,S2R_friend,Conflict,COMPETE,[AD] anlaşmazlıkta iddialı tavır alır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_COL1,S2R_friend,Conflict,COLLAB,[AD] iki taraf için de uygun çözüm arar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_CRM1,S2R_friend,Conflict,COMPROM,[AD] hızlı çözüm için orta yol önerir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_AVD1,S2R_friend,Conflict,AVOID,[AD] gerilim çıktığında konuyu ertelemeyi seçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_ACM1,S2R_friend,Conflict,ACCOM,[AD] karşı tarafı kırmamak için kendi isteğinden vazgeçer.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_COL2,S2R_friend,Conflict,COLLAB,[AD] ortak zemini bulmak için aktif soru sorar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_AVAIL1,S2R_friend,Avail,TIME,[AD] düzenli görüşmeye/iletişime açıktır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_AVAIL2,S2R_friend,Avail,TRUST,[AD] sır saklar ve güven verir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_AVAIL3,S2R_friend,Avail,CONFLICT,[AD] tartışma çıkınca kaçmadan konuşur.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_AVAIL4,S2R_friend,Avail,BAL,[AD] karşılıklılık dengesine dikkat eder.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_VAL1,S2R_friend,Values,BOUND,[AD] kişisel alan/mahremiyete saygı gösterir.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_VAL2,S2R_friend,Values,SUPPORT,[AD] pratik/duygusal destek sunar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_VAL3,S2R_friend,Values,RESPECT,[AD] saygılı bir dil kullanır.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_VAL4,S2R_friend,Values,ALIGN,[AD] birlikte belirlenen kurallara uyar.,Likert5,Kesinlikle Katılmıyorum|Katılmıyorum|Kararsızım|Katılıyorum|Kesinlikle Katılıyorum,0,,1.0,
S2R_friend_VIG1,S2R_friend,Vignette,Conflict,Durumsal çatışma senaryosu – [AD] nasıl tepki verir?,MultiChoice5,A: Sertçe karşı çıkarım (Rekabet)|B: Konuyu erteleyip sakinleşince konuşurum (Kaçınma)|C: Orta yolu teklif ederim (Uzlaşma)|D: Önce onun ihtiyacını öne alırım (Uyum)|E: İki tarafın da kazanacağı çözüm ararım (İşbirliği),0,"{""A"": ""COMPETE"", ""B"": ""AVOID"", ""C"": ""COMPROM"", ""D"": ""ACCOM"", ""E"": ""COLLAB""}",1.0,
